,internship_id,title,skills,location,work_type,company,clean_description
729597,1206168247307615,Occupational Therapist,Pediatric assessment and evaluation Occupational therapy techniques for children Developmental milestones Sensory integration therapy Pediatric psychology Family-centered care Individualized treatment plans Communication skills Pediatric healthcare knowledge,Beijing,Intern,Bank of America,A Pediatric Occupational Therapist helps children with developmental or physical challenges improve their motor and life skills through therapy interventions.
925614,2265782467610793,Occupational Therapist,Mental health assessment and evaluation Psychotherapy techniques Cognitive-behavioral therapy (CBT) Trauma-informed care Crisis intervention Substance abuse treatment Group therapy Cultural competence Ethical standards and boundaries Active listening skills,Yerevan,Intern,Crown Holdings,A Mental Health Occupational Therapist assists individuals with mental health conditions in improving their daily functioning and coping skills through therapy and interventions.
909342,2444653103083379,Occupational Therapist,"Geriatric assessment and evaluation Geriatric-specific occupational therapy techniques Aging-related conditions (e.g., dementia, arthritis) Fall prevention strategies Care coordination with healthcare teams Assistive technology for seniors Patient advocacy Empathy and compassion Communication skills",George Town,Intern,Henkel AG & Co. KGaA,A Geriatric Occupational Therapist works with elderly individuals to address age-related health issues and maintain independence and quality of life.
894575,92145072685317,Occupational Therapist,Mental health assessment and evaluation Psychotherapy techniques Cognitive-behavioral therapy (CBT) Trauma-informed care Crisis intervention Substance abuse treatment Group therapy Cultural competence Ethical standards and boundaries Active listening skills,Paramaribo,Intern,Williams,A Mental Health Occupational Therapist assists individuals with mental health conditions in improving their daily functioning and coping skills through therapy and interventions.
454295,993306609937338,Occupational Therapist,Mental health assessment and evaluation Psychotherapy techniques Cognitive-behavioral therapy (CBT) Trauma-informed care Crisis intervention Substance abuse treatment Group therapy Cultural competence Ethical standards and boundaries Active listening skills,Kingstown,Intern,Avenue Supermarts (DMart),A Mental Health Occupational Therapist assists individuals with mental health conditions in improving their daily functioning and coping skills through therapy and interventions.
52643,2929642518236455,Office Manager,Facilities management Property maintenance Space planning Budget management Health and safety compliance Vendor management,San Jose,Intern,Autoliv,"Facilities Managers manage facilities and building operations. They oversee maintenance, security, and facility improvements to provide a safe and efficient working environment."
1340330,857578170091193,Office Manager,Facilities management Property maintenance Space planning Budget management Health and safety compliance Vendor management,Zagreb,Intern,Associated British Foods,"Facilities Managers manage facilities and building operations. They oversee maintenance, security, and facility improvements to provide a safe and efficient working environment."
1431969,2975915611327643,Office Manager,Facilities management Property maintenance Space planning Budget management Health and safety compliance Vendor management,George Town,Intern,Deere,"Facilities Managers manage facilities and building operations. They oversee maintenance, security, and facility improvements to provide a safe and efficient working environment."
1074637,436446642551589,Office Manager,Administrative leadership Office management Staff supervision Budgeting and financial management Process improvement Communication skills,Ankara,Intern,B&M,"Administrative Managers oversee office operations. They manage administrative staff, coordinate tasks, and ensure smooth office functioning to support the organizations goals."
384887,2611177120838631,Office Manager,Administrative leadership Office management Staff supervision Budgeting and financial management Process improvement Communication skills,Naypyidaw,Intern,Kellogg,"Administrative Managers oversee office operations. They manage administrative staff, coordinate tasks, and ensure smooth office functioning to support the organizations goals."
702727,1748353735293281,Office Manager,Office administration Calendar management Reception duties Communication skills Record keeping Office supplies management,Berlin,Intern,Erie Insurance Group,"Office Coordinators provide administrative support within an office. They assist with tasks like scheduling, record-keeping, and communication to ensure efficient office operations."
1522562,2633073701792286,Office Manager,Facilities management Property maintenance Space planning Budget management Health and safety compliance Vendor management,Bamako,Intern,Western Union Company,"Facilities Managers manage facilities and building operations. They oversee maintenance, security, and facility improvements to provide a safe and efficient working environment."
477631,360809009115519,Office Manager,Facilities management Property maintenance Space planning Budget management Health and safety compliance Vendor management,Managua,Intern,Divi's Laboratories,"Facilities Managers manage facilities and building operations. They oversee maintenance, security, and facility improvements to provide a safe and efficient working environment."
927528,1978482705493738,Office Manager,Office administration Calendar management Reception duties Communication skills Record keeping Office supplies management,Kingstown,Intern,Siemens India,"Office Coordinators provide administrative support within an office. They assist with tasks like scheduling, record-keeping, and communication to ensure efficient office operations."
631079,157902767409571,Office Manager,Administrative leadership Office management Staff supervision Budgeting and financial management Process improvement Communication skills,Prague,Intern,Deutsche Post DHL Group,"Administrative Managers oversee office operations. They manage administrative staff, coordinate tasks, and ensure smooth office functioning to support the organizations goals."
517165,2363968487197300,Operations Manager,Supply chain logistics and management Inventory control and procurement Supplier relationship management Data analysis and forecasting Risk assessment and mitigation,Niamey,Intern,News Corp.,"Supply Chain Managers manage the end-to-end supply chain process, from procurement to distribution. They optimize logistics, reduce costs, and ensure the efficient flow of products or services to meet customer demand."
1161057,1715283968257192,Operations Manager,Operations management Strategic planning and execution Budgeting and financial analysis Leadership and team management Process improvement and optimization,Port Vila,Intern,Ovintiv,"Operations Directors oversee the daily operations of an organization. They develop and implement operational strategies, manage teams, and work to optimize processes to achieve business goals and efficiency."
524883,3048992076364367,Operations Manager,Operations management Strategic planning and execution Budgeting and financial analysis Leadership and team management Process improvement and optimization,Baku,Intern,Continental Resources,"Operations Directors oversee the daily operations of an organization. They develop and implement operational strategies, manage teams, and work to optimize processes to achieve business goals and efficiency."
533716,1524111229796548,Operations Manager,"Quality control processes and methodologies Statistical process control (SPC) Root cause analysis and corrective action Quality management systems (e.g., ISO 9001) Compliance and regulatory knowledge",Santo Domingo,Intern,Carrier Global,"Quality Control Managers establish and enforce quality standards within an organization. They develop quality control processes, perform inspections, and implement corrective actions to maintain product or service quality."
930292,2757751412806467,Operations Manager,Supply chain logistics and management Inventory control and procurement Supplier relationship management Data analysis and forecasting Risk assessment and mitigation,N'Djamena,Intern,Asbury Automotive Group,"Supply Chain Managers manage the end-to-end supply chain process, from procurement to distribution. They optimize logistics, reduce costs, and ensure the efficient flow of products or services to meet customer demand."
455165,1720884294661776,Operations Manager,Operations management Strategic planning and execution Budgeting and financial analysis Leadership and team management Process improvement and optimization,Kingston,Intern,Hargreaves Lansdown,"Operations Directors oversee the daily operations of an organization. They develop and implement operational strategies, manage teams, and work to optimize processes to achieve business goals and efficiency."
542822,151726705946708,Operations Manager,Operations management Strategic planning and execution Budgeting and financial analysis Leadership and team management Process improvement and optimization,Bern,Intern,Suning.com,"Operations Directors oversee the daily operations of an organization. They develop and implement operational strategies, manage teams, and work to optimize processes to achieve business goals and efficiency."
875131,1380334304862074,Operations Manager,"Quality control processes and methodologies Statistical process control (SPC) Root cause analysis and corrective action Quality management systems (e.g., ISO 9001) Compliance and regulatory knowledge",Kuala Lumpur,Intern,Genworth Financial,"Quality Control Managers establish and enforce quality standards within an organization. They develop quality control processes, perform inspections, and implement corrective actions to maintain product or service quality."
695724,126895187315001,Operations Manager,Supply chain logistics and management Inventory control and procurement Supplier relationship management Data analysis and forecasting Risk assessment and mitigation,Pristina,Intern,Apple,"Supply Chain Managers manage the end-to-end supply chain process, from procurement to distribution. They optimize logistics, reduce costs, and ensure the efficient flow of products or services to meet customer demand."
577820,2531673541049442,Operations Manager,Supply chain logistics and management Inventory control and procurement Supplier relationship management Data analysis and forecasting Risk assessment and mitigation,Tallinn,Intern,Bed Bath & Beyond,"Supply Chain Managers manage the end-to-end supply chain process, from procurement to distribution. They optimize logistics, reduce costs, and ensure the efficient flow of products or services to meet customer demand."
1231331,697972294102444,Pediatrician,Pediatrics Pediatric care Diagnosis and treatment Pediatric medical procedures Patient care Communication skills,Accra,Intern,Deutsche Telekom AG,"General Pediatricians provide medical care to infants, children, and adolescents. They diagnose and treat various pediatric conditions, offer preventive care, and educate patients and parents on child health and well-being."
245661,2481910142801639,Pediatrician,"Pediatric specialization Advanced pediatric care Pediatric subspecialty (e.g., pediatric cardiology, pediatric oncology) Pediatric diagnostics Pediatric treatment",Khartoum,Intern,Walt Disney,"Pediatric Specialists are doctors with expertise in specific pediatric subspecialties like cardiology, oncology, or gastroenterology. They provide specialized care and treatment for children with complex or rare medical conditions."
1008682,1418152380041490,Pediatrician,Pediatric surgery Surgical procedures for children Operating room protocols Patient care Surgical techniques Pediatric anesthesia,Caracas,Intern,Fannie Mae,"Pediatric Surgeons specialize in performing surgical procedures on children, including infants and adolescents. They diagnose surgical conditions, perform surgeries, and collaborate with other healthcare professionals to ensure the best outcomes."
579738,599057468297864,Pediatrician,"Pediatric specialization Advanced pediatric care Pediatric subspecialty (e.g., pediatric cardiology, pediatric oncology) Pediatric diagnostics Pediatric treatment",Kinshasa,Intern,Boston Scientific,"Pediatric Specialists are doctors with expertise in specific pediatric subspecialties like cardiology, oncology, or gastroenterology. They provide specialized care and treatment for children with complex or rare medical conditions."
649773,515950905817616,Pediatrician,Pediatric surgery Surgical procedures for children Operating room protocols Patient care Surgical techniques Pediatric anesthesia,AsunciÃ³n,Intern,Intercontinental Exchange,"Pediatric Surgeons specialize in performing surgical procedures on children, including infants and adolescents. They diagnose surgical conditions, perform surgeries, and collaborate with other healthcare professionals to ensure the best outcomes."
187884,1055396387270834,Pediatrician,Pediatrics Pediatric care Diagnosis and treatment Pediatric medical procedures Patient care Communication skills,San Marino,Intern,DCP Midstream,"General Pediatricians provide medical care to infants, children, and adolescents. They diagnose and treat various pediatric conditions, offer preventive care, and educate patients and parents on child health and well-being."
550656,713218526983451,Pediatrician,"Pediatric specialization Advanced pediatric care Pediatric subspecialty (e.g., pediatric cardiology, pediatric oncology) Pediatric diagnostics Pediatric treatment",Papeete,Intern,Western Union Company,"Pediatric Specialists are doctors with expertise in specific pediatric subspecialties like cardiology, oncology, or gastroenterology. They provide specialized care and treatment for children with complex or rare medical conditions."
1599252,1788194236543707,Pediatrician,"Pediatric specialization Advanced pediatric care Pediatric subspecialty (e.g., pediatric cardiology, pediatric oncology) Pediatric diagnostics Pediatric treatment",Naypyidaw,Intern,Telstra Corporation,"Pediatric Specialists are doctors with expertise in specific pediatric subspecialties like cardiology, oncology, or gastroenterology. They provide specialized care and treatment for children with complex or rare medical conditions."
1558479,860022044348717,Pediatrician,"Pediatric specialization Advanced pediatric care Pediatric subspecialty (e.g., pediatric cardiology, pediatric oncology) Pediatric diagnostics Pediatric treatment",Sri Jayawardenepura Kotte,Intern,Auto Trader Group,"Pediatric Specialists are doctors with expertise in specific pediatric subspecialties like cardiology, oncology, or gastroenterology. They provide specialized care and treatment for children with complex or rare medical conditions."
278907,1443162328067094,Pediatrician,"Pediatric specialization Advanced pediatric care Pediatric subspecialty (e.g., pediatric cardiology, pediatric oncology) Pediatric diagnostics Pediatric treatment",Thimphu,Intern,GAIL (India) Limited,"Pediatric Specialists are doctors with expertise in specific pediatric subspecialties like cardiology, oncology, or gastroenterology. They provide specialized care and treatment for children with complex or rare medical conditions."
711470,1156423543705404,Personal Assistant,Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality,Bamako,Intern,XPO,"Personal Secretaries provide administrative support to individuals or executives. They manage schedules, handle correspondence, and assist with various tasks to ensure efficiency."
725745,2206938734499150,Personal Assistant,Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality,Bridgetown,Intern,Pfizer,"Personal Secretaries provide administrative support to individuals or executives. They manage schedules, handle correspondence, and assist with various tasks to ensure efficiency."
1170418,1001156843294125,Personal Assistant,Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality,Ouagadougou,Intern,Shree Cement,"Personal Secretaries provide administrative support to individuals or executives. They manage schedules, handle correspondence, and assist with various tasks to ensure efficiency."
556854,1098197724053942,Personal Assistant,Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality,Ulaanbaatar,Intern,Avnet,"Personal Secretaries provide administrative support to individuals or executives. They manage schedules, handle correspondence, and assist with various tasks to ensure efficiency."
1100749,1466858745158588,Personal Assistant,Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality,Jerusalem,Intern,Wayfair,"Personal Secretaries provide administrative support to individuals or executives. They manage schedules, handle correspondence, and assist with various tasks to ensure efficiency."
902217,2809404479913016,Personal Assistant,Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality,Bissau,Intern,Ferguson plc,"Personal Secretaries provide administrative support to individuals or executives. They manage schedules, handle correspondence, and assist with various tasks to ensure efficiency."
1574452,1620524773892881,Personal Assistant,Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality,Rabat,Intern,Legal & General Group,"Personal Secretaries provide administrative support to individuals or executives. They manage schedules, handle correspondence, and assist with various tasks to ensure efficiency."
1159689,708380230687062,Personal Assistant,Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality,Bangui,Intern,Experian,"Personal Secretaries provide administrative support to individuals or executives. They manage schedules, handle correspondence, and assist with various tasks to ensure efficiency."
1491536,2983837258296532,Personal Assistant,Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality,Kabul,Intern,New Oriental Education & Technology Group,"Personal Secretaries provide administrative support to individuals or executives. They manage schedules, handle correspondence, and assist with various tasks to ensure efficiency."
173769,2808483867722682,Personal Assistant,Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality,Santiago,Intern,United Technologies Corporation,"Personal Secretaries provide administrative support to individuals or executives. They manage schedules, handle correspondence, and assist with various tasks to ensure efficiency."
26271,2829336082410943,Pharmaceutical Sales Representative,Sales techniques and strategies Relationship building CRM software usage Product knowledge Negotiation and closing skills,Manama,Intern,Amgen,"Sales Representatives promote and sell products or services to customers, build relationships, and meet sales targets through effective communication and negotiation."
658093,2319471692798792,Pharmaceutical Sales Representative,Sales leadership Territory management Team management Sales data analysis Strategic planning and execution,Islamabad,Intern,Walgreens Boots Alliance,"Territory Sales Managers oversee a specific sales territory, managing sales teams, setting goals, and developing strategies to meet sales objectives."
627333,2270018159514047,Pharmaceutical Sales Representative,Sales techniques and strategies Relationship building CRM software usage Product knowledge Negotiation and closing skills,Brasilia,Intern,Mahindra & Mahindra,"Sales Representatives promote and sell products or services to customers, build relationships, and meet sales targets through effective communication and negotiation."
338625,1716089114873123,Pharmaceutical Sales Representative,Sales leadership Territory management Team management Sales data analysis Strategic planning and execution,Yaren District (de facto),Intern,BorgWarner,"Territory Sales Managers oversee a specific sales territory, managing sales teams, setting goals, and developing strategies to meet sales objectives."
1053908,122980815046319,Pharmaceutical Sales Representative,Sales techniques and strategies Relationship building CRM software usage Product knowledge Negotiation and closing skills,Mbabane,Intern,Hero MotoCorp,"Sales Representatives promote and sell products or services to customers, build relationships, and meet sales targets through effective communication and negotiation."
1164345,331994739437516,Pharmaceutical Sales Representative,Sales leadership Territory management Team management Sales data analysis Strategic planning and execution,Doha,Intern,Fresenius Medical Care AG & Co. KGaA,"Territory Sales Managers oversee a specific sales territory, managing sales teams, setting goals, and developing strategies to meet sales objectives."
947664,866425896345280,Pharmaceutical Sales Representative,Medical product knowledge Understanding of healthcare regulations Relationship building with healthcare professionals Sales forecasting and planning Medical sales techniques,LomÃ©,Intern,Norfolk Southern,"Medical Sales Specialists focus on selling medical devices, pharmaceuticals, or healthcare products to healthcare professionals and institutions."
896583,373255604070124,Pharmaceutical Sales Representative,Sales techniques and strategies Relationship building CRM software usage Product knowledge Negotiation and closing skills,Tallinn,Intern,Amgen,"Sales Representatives promote and sell products or services to customers, build relationships, and meet sales targets through effective communication and negotiation."
1353319,96405450728392,Pharmaceutical Sales Representative,Sales leadership Territory management Team management Sales data analysis Strategic planning and execution,New Delhi,Intern,Ryder System,"Territory Sales Managers oversee a specific sales territory, managing sales teams, setting goals, and developing strategies to meet sales objectives."
437423,674160132078520,Pharmaceutical Sales Representative,Sales techniques and strategies Relationship building CRM software usage Product knowledge Negotiation and closing skills,Islamabad,Intern,Westpac Banking Corporation,"Sales Representatives promote and sell products or services to customers, build relationships, and meet sales targets through effective communication and negotiation."
406322,1452257764563597,Process Engineer,Industrial engineering Process optimization Lean manufacturing Quality control Data analysis Workflow design,Lisbon,Intern,Ameriprise Financial,"Industrial Engineers focus on improving efficiency and productivity in various industries. They analyze processes, design systems, and implement solutions to streamline operations, reduce costs, and enhance quality."
317827,2818485896997587,Process Engineer,Industrial engineering Process optimization Lean manufacturing Quality control Data analysis Workflow design,Niamey,Intern,Air Products & Chemicals,"Industrial Engineers focus on improving efficiency and productivity in various industries. They analyze processes, design systems, and implement solutions to streamline operations, reduce costs, and enhance quality."
1108187,542052863227544,Process Engineer,Industrial engineering Process optimization Lean manufacturing Quality control Data analysis Workflow design,Mexico City,Intern,W.W. Grainger,"Industrial Engineers focus on improving efficiency and productivity in various industries. They analyze processes, design systems, and implement solutions to streamline operations, reduce costs, and enhance quality."
71612,2988583586659484,Process Engineer,Chemical engineering Process design Chemical reactions Safety protocols Laboratory techniques Problem-solving skills,ReykjavÃ­k,Intern,ABM Industries,"Chemical Engineers design and oversee processes for the production of chemicals and related products. They conduct experiments, analyze data, and develop processes to optimize production, ensure safety, and minimize environmental impact."
1101849,1598655051828770,Process Engineer,Chemical engineering Process design Chemical reactions Safety protocols Laboratory techniques Problem-solving skills,Bangui,Intern,Ebay,"Chemical Engineers design and oversee processes for the production of chemicals and related products. They conduct experiments, analyze data, and develop processes to optimize production, ensure safety, and minimize environmental impact."
694222,509664102599969,Process Engineer,Industrial engineering Process optimization Lean manufacturing Quality control Data analysis Workflow design,Helsinki,Intern,Automatic Data Processing,"Industrial Engineers focus on improving efficiency and productivity in various industries. They analyze processes, design systems, and implement solutions to streamline operations, reduce costs, and enhance quality."
171189,98607459919574,Process Engineer,Chemical engineering Process design Chemical reactions Safety protocols Laboratory techniques Problem-solving skills,Kuala Lumpur,Intern,JSW Steel,"Chemical Engineers design and oversee processes for the production of chemicals and related products. They conduct experiments, analyze data, and develop processes to optimize production, ensure safety, and minimize environmental impact."
863900,456811705922169,Process Engineer,Chemical engineering Process design Chemical reactions Safety protocols Laboratory techniques Problem-solving skills,Torshavn,Intern,AutoZone,"Chemical Engineers design and oversee processes for the production of chemicals and related products. They conduct experiments, analyze data, and develop processes to optimize production, ensure safety, and minimize environmental impact."
687380,1857336780546376,Process Engineer,Industrial engineering Process optimization Lean manufacturing Quality control Data analysis Workflow design,Willemstad,Intern,Kellogg,"Industrial Engineers focus on improving efficiency and productivity in various industries. They analyze processes, design systems, and implement solutions to streamline operations, reduce costs, and enhance quality."
233879,972226470538741,Process Engineer,Industrial engineering Process optimization Lean manufacturing Quality control Data analysis Workflow design,Kingston,Intern,Sonoco Products,"Industrial Engineers focus on improving efficiency and productivity in various industries. They analyze processes, design systems, and implement solutions to streamline operations, reduce costs, and enhance quality."
1137939,1885200408869920,Procurement Coordinator,Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations,Yerevan,Intern,Seaboard,"Purchasing Coordinators manage procurement processes. They source and purchase goods and services, negotiate with suppliers, and ensure cost-effective and timely acquisitions."
185869,2123432818091342,Procurement Coordinator,Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations,George Town,Intern,Prudential Financial,"Purchasing Coordinators manage procurement processes. They source and purchase goods and services, negotiate with suppliers, and ensure cost-effective and timely acquisitions."
176630,2064532800352128,Procurement Coordinator,Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations,Noumea,Intern,Dell Technologies,"Purchasing Coordinators manage procurement processes. They source and purchase goods and services, negotiate with suppliers, and ensure cost-effective and timely acquisitions."
456162,1438098470530973,Procurement Coordinator,Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations,Gitega,Intern,Farmers Insurance Exchange,"Purchasing Coordinators manage procurement processes. They source and purchase goods and services, negotiate with suppliers, and ensure cost-effective and timely acquisitions."
727825,2228374475193530,Procurement Coordinator,Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations,Yerevan,Intern,Dollar Tree,"Purchasing Coordinators manage procurement processes. They source and purchase goods and services, negotiate with suppliers, and ensure cost-effective and timely acquisitions."
746056,1211204076879932,Procurement Coordinator,Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations,Podgorica,Intern,Gilead Sciences,"Purchasing Coordinators manage procurement processes. They source and purchase goods and services, negotiate with suppliers, and ensure cost-effective and timely acquisitions."
556918,140969669620523,Procurement Coordinator,Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations,Basseterre,Intern,Sinochem Group,"Purchasing Coordinators manage procurement processes. They source and purchase goods and services, negotiate with suppliers, and ensure cost-effective and timely acquisitions."
737303,2921204969629520,Procurement Coordinator,Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations,Naypyidaw,Intern,ON Semiconductor,"Purchasing Coordinators manage procurement processes. They source and purchase goods and services, negotiate with suppliers, and ensure cost-effective and timely acquisitions."
944204,827018186308852,Procurement Coordinator,Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations,Lilongwe,Intern,Indian Bank,"Purchasing Coordinators manage procurement processes. They source and purchase goods and services, negotiate with suppliers, and ensure cost-effective and timely acquisitions."
257321,2598145082163739,Procurement Coordinator,Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations,Skopje,Intern,Grafton Group,"Purchasing Coordinators manage procurement processes. They source and purchase goods and services, negotiate with suppliers, and ensure cost-effective and timely acquisitions."
1100210,2198357522327597,Procurement Manager,Strategic sourcing strategies Supplier evaluation and selection Negotiation skills Vendor management Cost analysis Supply chain management Contract management Problem-solving Attention to detail Communication skills Strategic thinking,Bishkek,Intern,Otis Worldwide,"Develop and execute sourcing strategies to procure goods and services, negotiate contracts, and manage supplier relationships."
1281770,2393179770351077,Procurement Manager,Supplier diversity programs Diversity and inclusion initiatives Supplier assessment and certification Data collection and reporting Vendor outreach and engagement Strategic planning Communication skills Relationship building Attention to diversity and inclusion principles,Port Vila,Intern,GAIL (India) Limited,"Promote diversity and inclusion in the supply chain, manage supplier diversity programs, and assess supplier performance."
1527030,918089078775671,Procurement Manager,Supplier diversity programs Diversity and inclusion initiatives Supplier assessment and certification Data collection and reporting Vendor outreach and engagement Strategic planning Communication skills Relationship building Attention to diversity and inclusion principles,Gitega,Intern,CVS Health,"Promote diversity and inclusion in the supply chain, manage supplier diversity programs, and assess supplier performance."
367554,2528803334611296,Procurement Manager,Supplier diversity programs Diversity and inclusion initiatives Supplier assessment and certification Data collection and reporting Vendor outreach and engagement Strategic planning Communication skills Relationship building Attention to diversity and inclusion principles,Windhoek,Intern,TD Ameritrade Holding Corporation,"Promote diversity and inclusion in the supply chain, manage supplier diversity programs, and assess supplier performance."
295346,1594412260734451,Procurement Manager,Strategic sourcing strategies Supplier evaluation and selection Negotiation skills Vendor management Cost analysis Supply chain management Contract management Problem-solving Attention to detail Communication skills Strategic thinking,Ankara,Intern,Albertsons,"Develop and execute sourcing strategies to procure goods and services, negotiate contracts, and manage supplier relationships."
584540,495993563247001,Procurement Manager,Supplier diversity programs Diversity and inclusion initiatives Supplier assessment and certification Data collection and reporting Vendor outreach and engagement Strategic planning Communication skills Relationship building Attention to diversity and inclusion principles,Riyadh,Intern,Booking Holdings,"Promote diversity and inclusion in the supply chain, manage supplier diversity programs, and assess supplier performance."
298776,2103145965922527,Procurement Manager,Strategic sourcing strategies Supplier evaluation and selection Negotiation skills Vendor management Cost analysis Supply chain management Contract management Problem-solving Attention to detail Communication skills Strategic thinking,Yamoussoukro,Intern,Shree Cement,"Develop and execute sourcing strategies to procure goods and services, negotiate contracts, and manage supplier relationships."
332667,2335314078925333,Procurement Manager,Strategic sourcing strategies Supplier evaluation and selection Negotiation skills Vendor management Cost analysis Supply chain management Contract management Problem-solving Attention to detail Communication skills Strategic thinking,San Jose,Intern,Diamondback Energy,"Develop and execute sourcing strategies to procure goods and services, negotiate contracts, and manage supplier relationships."
511992,360927198873985,Procurement Manager,Strategic sourcing strategies Supplier evaluation and selection Negotiation skills Vendor management Cost analysis Supply chain management Contract management Problem-solving Attention to detail Communication skills Strategic thinking,Dhaka,Intern,General Dynamics,"Develop and execute sourcing strategies to procure goods and services, negotiate contracts, and manage supplier relationships."
859528,47940924458861,Procurement Manager,Supplier diversity programs Diversity and inclusion initiatives Supplier assessment and certification Data collection and reporting Vendor outreach and engagement Strategic planning Communication skills Relationship building Attention to diversity and inclusion principles,Victoria,Intern,AT&T,"Promote diversity and inclusion in the supply chain, manage supplier diversity programs, and assess supplier performance."
1155620,2559131839027598,Procurement Specialist,Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,Yerevan,Intern,Qualcomm,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services."
519670,1189976446608894,Procurement Specialist,Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,Bamako,Intern,Evonik Industries AG,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services."
604723,1103405257731617,Procurement Specialist,Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,Tehran,Intern,B&M,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services."
667972,2983819256643993,Procurement Specialist,Sourcing strategies Supplier evaluation Market research Cost analysis Contract negotiation,LomÃ©,Intern,Duke Energy,"Sourcing Analysts research and analyze potential suppliers, evaluate procurement strategies, and negotiate contracts to secure cost-effective and quality supplies."
775370,1938779940486249,Procurement Specialist,Procurement processes Purchase order management Vendor communication Data analysis Inventory control,LomÃ©,Intern,Entergy,"Procurement Coordinators assist in procurement activities, including vendor communication, purchase order processing, and inventory management."
21963,2203193985779881,Procurement Specialist,Procurement processes Purchase order management Vendor communication Data analysis Inventory control,Addis Ababa,Intern,XPO,"Procurement Coordinators assist in procurement activities, including vendor communication, purchase order processing, and inventory management."
164803,390712218344279,Procurement Specialist,Sourcing strategies Supplier evaluation Market research Cost analysis Contract negotiation,Algiers,Intern,Downer Group,"Sourcing Analysts research and analyze potential suppliers, evaluate procurement strategies, and negotiate contracts to secure cost-effective and quality supplies."
1241712,2856296474529267,Procurement Specialist,Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,Gaza,Intern,Raytheon Technologies,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services."
1008755,38602038475879,Procurement Specialist,Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,Charlotte Amalie,Intern,Johnson & Johnson,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services."
325109,1201160168976051,Procurement Specialist,Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,Tashkent,Intern,Electrocomponents,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services."
730293,459048029156544,Product Designer,Industrial design principles CAD and 3D modeling Prototyping and testing,Manama,Intern,AutoNation,"An Industrial Designer creates and improves product designs, focusing on aesthetics, functionality, and user experience to produce innovative and marketable products."
746172,2104519222058394,Product Designer,Industrial design principles CAD and 3D modeling Prototyping and testing,Praia,Intern,Robert Half International,"An Industrial Designer creates and improves product designs, focusing on aesthetics, functionality, and user experience to produce innovative and marketable products."
1119170,290350169787381,Product Designer,Industrial design principles CAD and 3D modeling Prototyping and testing,Luanda,Intern,Bosch Group,"An Industrial Designer creates and improves product designs, focusing on aesthetics, functionality, and user experience to produce innovative and marketable products."
560245,1491242749854460,Product Designer,Industrial design principles CAD and 3D modeling Prototyping and testing,Port Moresby,Intern,Vulcan Materials,"An Industrial Designer creates and improves product designs, focusing on aesthetics, functionality, and user experience to produce innovative and marketable products."
1059551,1603422623333501,Product Designer,Industrial design principles CAD and 3D modeling Prototyping and testing,Tripoli,Intern,Baker Hughes,"An Industrial Designer creates and improves product designs, focusing on aesthetics, functionality, and user experience to produce innovative and marketable products."
910687,3008760446514841,Product Designer,Industrial design principles CAD and 3D modeling Prototyping and testing,Sri Jayawardenepura Kotte,Intern,Southern,"An Industrial Designer creates and improves product designs, focusing on aesthetics, functionality, and user experience to produce innovative and marketable products."
1572710,1936983367679035,Product Designer,Industrial design principles CAD and 3D modeling Prototyping and testing,"Washington, D.C.",Intern,Southern,"An Industrial Designer creates and improves product designs, focusing on aesthetics, functionality, and user experience to produce innovative and marketable products."
